ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009647,M,Y,Y,0,103672.07,Pensioner,Secondary / secondary special,Separated,With parents,-10283,365243,1,0,1,0,,1
5009648,F,N,Y,0,158921.62,Pensioner,Higher education,Separated,House / apartment,-15318,365243,1,1,0,0,,1
5009649,M,N,Y,2,143060.16,Student,Secondary / secondary special,Single / not married,Office apartment,-21710,-5579,1,0,1,0,Core staff,3
5009650,M,Y,Y,0,170144.19,State servant,Secondary / secondary special,Civil marriage,Rented apartment,-24566,-10900,1,1,1,0,High skill tech staff,2
5009651,F,N,Y,2,177303.59,Working,Secondary / secondary special,Civil marriage,House / apartment,-12879,-2517,1,0,0,0,High skill tech staff,4
5009652,M,N,N,0,105598.2,Working,Secondary / secondary special,Married,Municipal apartment,-10105,-1712,1,0,0,0,Accountants,2
5009653,F,Y,Y,1,138401.66,Student,Secondary / secondary special,Married,Co-op apartment,-17339,-852,1,0,0,0,Drivers,3
5009654,F,Y,Y,1,125510.03,Working,Secondary / secondary special,Married,Municipal apartment,-19856,-9599,1,1,0,0,Accountants,3
5009655,M,Y,Y,0,240759.37,Student,Higher education,Separated,With parents,-19954,-9981,1,1,0,0,Cooking staff,1
5009656,F,N,Y,0,124118.25,Student,Incomplete higher,Civil marriage,Rented apartment,-10656,-1749,1,1,1,0,Secretaries,2
5009657,F,N,Y,2,139573.84,Pensioner,Secondary / secondary special,Civil marriage,Co-op apartment,-15679,365243,1,0,0,0,,4
5009658,M,N,Y,1,54196.78,Student,Secondary / secondary special,Married,Rented apartment,-22789,-16062,1,0,0,0,IT staff,3
5009659,F,N,Y,0,98899.23,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-23754,365243,1,1,0,0,,2
5009660,F,N,N,0,270660.34,Commercial associate,Higher education,Married,Rented apartment,-10148,-427,1,0,1,0,Cooking staff,2
5009661,M,N,Y,1,102326.52,Working,Secondary / secondary special,Married,House / apartment,-12020,-5188,1,1,1,0,Waiters/barmen staff,3
5009662,F,Y,Y,0,222817.17,State servant,Higher education,Separated,House / apartment,-16253,-3520,1,1,1,0,Security staff,1
5009663,M,N,Y,2,174743.29,State servant,Incomplete higher,Separated,House / apartment,-15822,-5111,1,0,0,0,Sales staff,3
5009664,F,Y,N,0,86999.46,State servant,Secondary / secondary special,Married,Co-op apartment,-9874,-2871,1,1,0,0,Laborers,2
5009665,F,Y,Y,1,100806.08,Working,Secondary / secondary special,Widow,Rented apartment,-10655,-1943,1,0,1,0,High skill tech staff,2
5009666,F,Y,Y,1,91893.14,State servant,Secondary / secondary special,Single / not married,Rented apartment,-8423,-487,1,1,0,0,Cleaning staff,2
5009667,M,Y,Y,1,55128.61,Student,Incomplete higher,Separated,House / apartment,-19831,-11919,1,0,1,0,Private service staff,2
5009668,F,N,N,0,96467.29,Pensioner,Secondary / secondary special,Single / not married,With parents,-9747,365243,1,0,0,0,,1
5009669,M,N,N,0,126373.58,Working,Secondary / secondary special,Married,With parents,-11145,-1500,1,0,1,0,Low-skill Laborers,2
5009670,M,Y,Y,0,133625.92,Commercial associate,Secondary / secondary special,Separated,With parents,-10909,-2153,1,0,0,0,HR staff,1
5009671,M,Y,Y,0,30000.0,Working,Incomplete higher,Married,Office apartment,-10498,-2528,1,1,0,0,Waiters/barmen staff,2
5009672,F,Y,Y,1,122876.15,Working,Higher education,Civil marriage,Rented apartment,-15392,-7404,1,0,1,0,Medicine staff,3
5009673,F,N,N,0,99787.33,Pensioner,Secondary / secondary special,Widow,House / apartment,-14834,365243,1,0,0,0,,1
5009674,M,N,Y,0,150983.43,Pensioner,Higher education,Civil marriage,Municipal apartment,-22354,365243,1,1,1,0,,2
5009675,M,N,Y,0,128521.5,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-22686,-9651,1,1,1,1,Medicine staff,2
5009676,M,Y,Y,1,82216.4,State servant,Secondary / secondary special,Single / not married,Office apartment,-22958,-2439,1,0,1,0,Cooking staff,2
5009677,F,Y,Y,0,111974.03,Pensioner,Secondary / secondary special,Civil marriage,With parents,-22901,365243,1,1,1,0,,2
5009678,F,N,N,0,109729.86,Pensioner,Secondary / secondary special,Separated,Office apartment,-24560,365243,1,0,0,0,,1
5009679,F,N,Y,3,101316.56,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24520,365243,1,1,0,0,,5
5009680,F,Y,Y,0,142044.47,Working,Higher education,Single / not married,House / apartment,-23562,-11723,1,0,0,0,Accountants,1
5009681,F,N,N,0,168907.82,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-13739,-1833,1,1,0,0,Laborers,2
5009682,F,Y,Y,2,118957.16,Student,Secondary / secondary special,Separated,With parents,-11825,-3272,1,0,1,0,High skill tech staff,3
5009683,M,N,Y,1,178138.15,State servant,Higher education,Married,Rented apartment,-19900,-5998,1,1,0,0,Low-skill Laborers,3
5009684,F,Y,Y,0,75629.04,Pensioner,Incomplete higher,Widow,Rented apartment,-22059,365243,1,0,1,0,,1
5009685,M,N,N,0,200071.07,Commercial associate,Higher education,Civil marriage,With parents,-19943,-12029,1,1,0,0,Low-skill Laborers,2
5009686,M,N,Y,1,102838.23,Student,Secondary / secondary special,Separated,Rented apartment,-20102,-12315,1,1,1,0,Sales staff,2
5009687,F,N,N,0,144821.16,Student,Secondary / secondary special,Single / not married,House / apartment,-24479,-6643,1,0,0,0,Medicine staff,1
5009688,M,Y,Y,0,184097.22,Commercial associate,Secondary / secondary special,Single / not married,With parents,-14699,-1506,1,0,0,0,Sales staff,1
5009689,M,Y,Y,0,146244.46,Working,Secondary / secondary special,Married,House / apartment,-20937,-3997,1,0,1,0,High skill tech staff,2
5009690,F,N,Y,2,105539.94,Working,Secondary / secondary special,Civil marriage,Office apartment,-21632,-7633,1,1,0,0,Core staff,4
5009691,F,Y,Y,1,236143.54,Student,Higher education,Separated,With parents,-19862,-9532,1,0,0,1,High skill tech staff,2
5009692,M,Y,Y,1,212611.99,State servant,Higher education,Widow,Rented apartment,-24186,-16623,1,1,1,0,Private service staff,2
5009693,F,Y,N,0,130827.32,Working,Secondary / secondary special,Civil marriage,House / apartment,-18045,-4838,1,1,1,0,Low-skill Laborers,2
5009694,F,Y,Y,0,221612.81,Commercial associate,Higher education,Single / not married,Co-op apartment,-21296,-5945,1,0,0,1,Drivers,1
5009695,F,N,Y,0,99550.57,State servant,Incomplete higher,Married,Municipal apartment,-14091,-2753,1,1,0,0,Low-skill Laborers,2
5009696,F,N,Y,0,75633.55,State servant,Lower secondary,Civil marriage,Office apartment,-10518,-3914,1,1,0,0,Drivers,2
5009697,M,N,Y,0,112795.66,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-8544,-1106,1,1,1,0,Managers,2
5009698,M,N,Y,1,197758.46,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,-20073,-3739,1,0,0,0,Drivers,2
5009699,F,N,Y,0,143053.59,Commercial associate,Lower secondary,Single / not married,Rented apartment,-17061,-2811,1,0,0,0,Accountants,1
5009700,M,Y,Y,0,207553.25,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-15560,-8100,1,1,1,0,Private service staff,2
5009701,F,N,Y,0,201908.0,Student,Higher education,Widow,With parents,-11553,-289,1,1,1,1,HR staff,1
5009702,F,N,N,0,127885.74,Pensioner,Lower secondary,Single / not married,Office apartment,-11509,365243,1,0,0,0,,1
5009703,M,N,N,0,111718.88,State servant,Secondary / secondary special,Married,With parents,-10458,-1963,1,1,0,0,Sales staff,2
5009704,F,Y,Y,0,94342.25,Working,Incomplete higher,Separated,Rented apartment,-17771,-4646,1,1,0,0,Medicine staff,1
5009705,M,Y,Y,0,119444.22,Working,Incomplete higher,Single / not married,House / apartment,-7706,-351,1,1,1,0,Drivers,1
5009706,F,N,Y,0,147306.49,Working,Secondary / secondary special,Single / not married,Rented apartment,-21818,-7568,1,1,0,0,Security staff,1
5009707,F,Y,Y,1,49571.73,Student,Secondary / secondary special,Civil marriage,House / apartment,-14423,-2778,1,1,1,0,High skill tech staff,3
5009708,F,Y,N,0,244451.31,Commercial associate,Higher education,Separated,With parents,-19742,-660,1,0,0,0,Core staff,1
5009709,F,Y,N,0,119333.33,Pensioner,Secondary / secondary special,Separated,Rented apartment,-9775,365243,1,1,0,0,,1
5009710,M,N,Y,0,59576.86,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-24262,365243,1,1,1,0,,1
5009711,F,N,N,0,150956.59,Student,Lower secondary,Single / not married,Municipal apartment,-14808,-4102,1,0,0,0,Cleaning staff,1
5009712,M,N,Y,0,125404.39,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-13557,-4364,1,0,0,0,Cleaning staff,2
5009713,M,Y,Y,0,174485.25,Student,Higher education,Widow,Office apartment,-18184,-7178,1,0,1,1,Waiters/barmen staff,1
5009714,F,N,N,0,109414.37,State servant,Secondary / secondary special,Widow,Office apartment,-11634,-1719,1,1,1,0,Medicine staff,1
5009715,M,N,Y,0,122198.75,Working,Secondary / secondary special,Separated,With parents,-14485,-3505,1,1,1,0,Sales staff,1
5009716,F,N,Y,0,135535.0,Student,Secondary / secondary special,Married,With parents,-23560,-6719,1,0,0,0,Cleaning staff,2
5009717,F,Y,Y,2,117906.5,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-10448,-1756,1,1,0,0,High skill tech staff,4
5009718,F,Y,Y,0,243019.26,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-9616,-1473,1,1,0,0,Managers,2
5009719,F,N,Y,0,154146.65,Commercial associate,Secondary / secondary special,Married,Office apartment,-21478,-11861,1,0,0,0,Sales staff,2
5009720,M,N,N,0,285382.44,Pensioner,Academic degree,Widow,Rented apartment,-11315,365243,1,0,1,0,,1
5009721,M,N,N,1,127272.6,State servant,Incomplete higher,Civil marriage,Co-op apartment,-14002,-6703,1,1,0,0,Core staff,3
5009722,F,Y,Y,0,134808.63,Working,Secondary / secondary special,Married,Office apartment,-10000,-1786,1,1,0,0,IT staff,2
5009723,M,N,Y,0,30000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-19083,-12488,1,1,0,0,Security staff,2
5009724,F,N,N,0,93437.79,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-10842,365243,1,0,0,1,,2
5009725,M,N,Y,0,92350.73,Working,Secondary / secondary special,Married,With parents,-8512,-729,1,0,1,1,IT staff,2
5009726,F,Y,Y,2,78107.66,State servant,Secondary / secondary special,Married,With parents,-8850,-2169,1,0,1,0,Laborers,4
5009727,F,N,Y,0,173641.8,Commercial associate,Incomplete higher,Married,Co-op apartment,-21613,-7170,1,0,0,1,Drivers,2
5009728,M,N,N,0,229338.43,Commercial associate,Higher education,Separated,With parents,-18197,-4626,1,1,1,0,Realty agents,1
5009729,F,N,Y,0,139057.71,Working,Incomplete higher,Widow,Rented apartment,-7695,-290,1,1,0,0,Accountants,1
5009730,M,N,Y,1,212526.9,Commercial associate,Secondary / secondary special,Separated,With parents,-24239,-5017,1,0,0,0,Managers,2
5009731,M,N,Y,0,157498.86,Working,Secondary / secondary special,Separated,Rented apartment,-18992,-8506,1,0,0,0,Secretaries,1
5009732,F,Y,Y,2,174787.55,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15108,-1507,1,1,1,0,Core staff,4
5009733,M,N,Y,0,112262.12,Working,Secondary / secondary special,Married,Office apartment,-15471,-2824,1,1,0,0,Medicine staff,2
5009734,F,N,N,0,84550.83,State servant,Secondary / secondary special,Single / not married,Office apartment,-16420,-9207,1,1,1,0,Managers,1
5009735,M,Y,Y,1,177489.58,Working,Higher education,Widow,Office apartment,-17531,-10142,1,1,0,0,High skill tech staff,2
5009736,M,Y,N,0,118397.2,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-20788,-3706,1,0,1,0,Security staff,2
5009737,F,Y,Y,0,158177.03,Working,Secondary / secondary special,Single / not married,Office apartment,-13394,-1693,1,0,0,0,IT staff,1
5009738,M,Y,N,0,131836.51,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11353,-1887,1,1,0,1,Core staff,1
5009739,F,Y,Y,0,158461.27,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-16886,-6555,1,0,1,0,Medicine staff,2
5009740,M,N,N,0,174706.73,Commercial associate,Higher education,Single / not married,Office apartment,-12436,-2608,1,1,1,0,Private service staff,1
5009741,M,Y,Y,0,70570.27,Pensioner,Secondary / secondary special,Married,Co-op apartment,-15386,365243,1,0,0,0,,2
5009742,M,N,N,1,252307.38,State servant,Higher education,Married,With parents,-14099,-4096,1,0,0,0,Waiters/barmen staff,3
5009743,M,Y,Y,0,196548.99,Commercial associate,Higher education,Widow,Co-op apartment,-16783,-9215,1,1,0,0,Cleaning staff,1
5009744,M,N,Y,0,147883.67,Pensioner,Higher education,Married,With parents,-14636,365243,1,1,1,1,,2
5009745,M,N,Y,0,184349.66,Student,Higher education,Widow,Co-op apartment,-20332,-2018,1,0,0,0,Realty agents,1
5009746,M,N,Y,0,152920.48,Commercial associate,Incomplete higher,Widow,Office apartment,-9275,-840,1,0,0,0,IT staff,1
5009747,F,N,Y,1,123284.19,Working,Secondary / secondary special,Married,Rented apartment,-20046,-7448,1,1,0,0,Cleaning staff,3
5009748,F,Y,N,1,289926.79,Working,Higher education,Married,Municipal apartment,-10501,-2961,1,0,0,0,Sales staff,3
5009749,M,N,N,0,103792.4,Student,Secondary / secondary special,Married,Office apartment,-18753,-9210,1,0,0,0,Security staff,2
5009750,M,N,Y,0,81726.42,Working,Secondary / secondary special,Married,Municipal apartment,-14184,-482,1,1,0,0,Waiters/barmen staff,2
5009751,M,Y,Y,0,81842.88,Pensioner,Secondary / secondary special,Separated,Office apartment,-9780,365243,1,1,0,0,,1
5009752,M,N,Y,0,181322.9,Commercial associate,Secondary / secondary special,Married,Office apartment,-19932,-8417,1,1,0,0,Core staff,2
5009753,F,N,N,0,183281.36,Student,Higher education,Married,Rented apartment,-12010,-2959,1,0,1,0,IT staff,2
5009754,F,N,Y,0,151728.28,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-18789,-4992,1,0,0,0,Medicine staff,1
5009755,F,N,Y,0,92467.66,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-20656,365243,1,0,1,0,,1
5009756,F,Y,Y,1,151196.11,Working,Secondary / secondary special,Separated,With parents,-13758,-5435,1,0,0,0,Cooking staff,2
5009757,M,N,Y,0,135696.89,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-16476,-9512,1,0,0,0,Realty agents,2
5009758,F,Y,N,0,166003.34,Pensioner,Higher education,Married,Co-op apartment,-19485,365243,1,0,1,0,,2
5009759,M,N,Y,0,55728.06,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-22836,365243,1,0,1,0,,1
5009760,M,N,Y,1,191404.6,State servant,Secondary / secondary special,Widow,House / apartment,-18081,-2431,1,0,1,0,Sales staff,2
5009761,F,N,N,0,193926.14,Working,Secondary / secondary special,Widow,Rented apartment,-20689,-4744,1,0,1,1,Low-skill Laborers,1
5009762,F,N,N,0,201508.09,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-9593,-545,1,0,0,0,Realty agents,2
5009763,F,N,N,0,130564.87,Student,Secondary / secondary special,Civil marriage,Office apartment,-21267,-2125,1,0,1,0,Core staff,2
5009764,M,N,Y,0,68801.08,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-22057,365243,1,0,1,0,,1
5009765,M,N,Y,0,96689.9,State servant,Secondary / secondary special,Married,House / apartment,-12050,-375,1,0,1,1,Cooking staff,2
5009766,M,N,Y,1,172317.93,State servant,Secondary / secondary special,Married,Office apartment,-19578,-1676,1,1,0,1,Drivers,3
5009767,M,N,Y,2,76383.69,State servant,Secondary / secondary special,Civil marriage,Co-op apartment,-11324,-4534,1,1,1,0,Accountants,4
5009768,F,N,Y,0,108184.3,State servant,Secondary / secondary special,Single / not married,Office apartment,-11290,-2560,1,1,0,0,Security staff,1
5009769,F,N,Y,0,135837.02,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-23012,-2401,1,0,0,0,Core staff,1
5009770,M,Y,Y,0,244891.6,Student,Higher education,Widow,Office apartment,-19816,-10673,1,0,0,0,Cooking staff,1
5009771,F,N,Y,0,222707.93,Student,Higher education,Widow,Office apartment,-21542,-13039,1,1,0,0,Cooking staff,1
5009772,F,Y,N,0,174197.21,Student,Higher education,Married,Municipal apartment,-8035,-822,1,0,0,0,Cooking staff,2
5009773,M,Y,N,1,183252.11,Commercial associate,Secondary / secondary special,Widow,Office apartment,-24161,-1135,1,1,0,0,Laborers,2
5009774,M,N,Y,2,254772.89,Commercial associate,Higher education,Single / not married,Office apartment,-18085,-3873,1,0,0,0,Private service staff,3
5009775,M,N,N,1,39519.48,State servant,Incomplete higher,Widow,Rented apartment,-13529,-3902,1,1,1,0,Drivers,2
5009776,M,N,Y,1,91173.42,State servant,Secondary / secondary special,Single / not married,House / apartment,-17314,-8720,1,0,0,0,Managers,2
5009777,F,N,N,1,181634.98,Commercial associate,Secondary / secondary special,Single / not married,With parents,-17757,-8687,1,1,0,0,Realty agents,2
5009778,M,N,Y,0,194346.73,State servant,Incomplete higher,Separated,House / apartment,-24810,-2290,1,0,0,0,Low-skill Laborers,1
5009779,M,N,Y,2,168910.93,Working,Incomplete higher,Married,Office apartment,-18799,-1147,1,1,0,0,Sales staff,4
5009780,M,N,Y,1,129174.84,State servant,Incomplete higher,Civil marriage,With parents,-18614,-3385,1,1,1,0,HR staff,3
5009781,F,Y,N,0,150670.39,State servant,Secondary / secondary special,Single / not married,Office apartment,-10025,-246,1,1,1,1,Sales staff,1
5009782,M,N,Y,2,116255.37,Pensioner,Secondary / secondary special,Single / not married,With parents,-11149,365243,1,0,0,1,,3
5009783,F,N,N,0,61028.62,State servant,Incomplete higher,Married,Rented apartment,-7852,-1113,1,0,0,0,High skill tech staff,2
5009784,M,N,Y,0,129969.21,Pensioner,Higher education,Widow,Municipal apartment,-14124,365243,1,0,0,0,,1
5009785,F,Y,Y,1,105864.64,Student,Secondary / secondary special,Separated,Municipal apartment,-16429,-9594,1,1,1,0,Managers,2
5009786,M,Y,Y,0,152435.32,State servant,Secondary / secondary special,Separated,Co-op apartment,-21248,-9852,1,0,0,0,High skill tech staff,1
5009787,M,N,N,2,116169.7,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-10616,-2290,1,1,0,0,HR staff,3
5009788,M,N,Y,1,220500.84,Commercial associate,Higher education,Widow,Rented apartment,-24146,-581,1,1,1,0,IT staff,2
5009789,M,N,N,0,207024.29,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13937,-198,1,0,0,0,IT staff,1
5009790,M,Y,Y,0,156028.82,State servant,Secondary / secondary special,Married,Municipal apartment,-16924,-4730,1,1,1,0,Managers,2
5009791,M,N,N,0,130327.0,Commercial associate,Lower secondary,Separated,Office apartment,-24062,-9830,1,1,0,0,IT staff,1
5009792,F,N,N,2,103664.24,Working,Secondary / secondary special,Civil marriage,Office apartment,-24305,-11560,1,1,0,0,Cooking staff,4
5009793,F,Y,Y,0,143989.42,Working,Lower secondary,Civil marriage,With parents,-11709,-2876,1,1,1,0,Secretaries,2
5009794,M,Y,Y,0,264308.45,Student,Higher education,Widow,Rented apartment,-14270,-1308,1,1,0,0,Waiters/barmen staff,1
5009795,M,Y,Y,0,173777.81,Student,Higher education,Separated,Co-op apartment,-10867,-2752,1,1,0,0,Medicine staff,1
5009796,M,N,N,1,98767.86,Student,Secondary / secondary special,Married,House / apartment,-19223,-2276,1,0,1,0,IT staff,3
5009797,F,Y,N,0,159386.5,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-24006,-11973,1,1,0,0,Security staff,1
5009798,M,N,N,0,138431.45,State servant,Secondary / secondary special,Widow,Municipal apartment,-20071,-12594,1,1,1,0,High skill tech staff,1
5009799,M,N,Y,1,143621.43,Student,Secondary / secondary special,Married,With parents,-22441,-14919,1,1,1,0,Managers,3
5009800,F,N,N,2,150901.55,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11519,-1107,1,0,0,1,Managers,4
5009801,F,Y,Y,1,179415.22,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13253,-3129,1,1,0,0,Cleaning staff,3
5009802,M,N,N,1,114705.44,Student,Secondary / secondary special,Married,Office apartment,-12232,-4818,1,1,0,0,Managers,3
5009803,F,Y,Y,0,273711.99,Student,Academic degree,Widow,Co-op apartment,-22002,-11735,1,1,1,0,Laborers,1
